timestamp,consumption_kwh,voltage,temperature,load_factor,is_peak_hour,maintenance_status,efficiency_class
2024-01-02 16:00,328.6,237.7,33.3,0.88,No,Normal,Inefficient
2024-01-02 17:00,166.1,235.7,34.5,0.83,No,Normal,Inefficient
2024-01-02 18:00,304.1,236.7,31.8,0.95,Yes,Normal,Inefficient
2024-01-02 19:00,194.2,239.4,28.1,0.59,Yes,Normal,Moderate
2024-01-02 20:00,326.2,230.7,35.9,0.21,Yes,Normal,Very Efficient
2024-01-02 21:00,192.9,228.0,35.6,0.21,Yes,Scheduled,Very Efficient
2024-01-02 22:00,252.7,239.8,38.0,0.25,Yes,Scheduled,Very Efficient
2024-01-02 23:00,124.2,227.6,26.9,0.51,No,Normal,Efficient
2024-01-03 00:00,257.4,233.2,37.4,0.75,No,Normal,Inefficient
2024-01-03 01:00,198.6,239.4,36.0,0.79,No,Normal,Inefficient
2024-01-03 02:00,304.0,233.5,24.3,0.76,No,Normal,Inefficient
2024-01-03 03:00,310.3,231.9,33.8,0.93,No,Normal,Inefficient
2024-01-03 04:00,286.1,240.8,39.0,0.58,No,Normal,Moderate
2024-01-03 05:00,250.7,237.2,26.0,0.73,No,Scheduled,Moderate
2024-01-03 06:00,229.6,239.8,41.0,0.39,No,Normal,Efficient
2024-01-03 07:00,189.0,229.6,35.9,0.55,No,Normal,Moderate
2024-01-03 08:00,201.0,241.4,34.0,0.76,No,Normal,Inefficient
2024-01-03 09:00,251.6,241.1,27.4,0.82,No,Normal,Inefficient
2024-01-03 10:00,257.2,234.1,27.4,0.54,No,Normal,Efficient
2024-01-03 11:00,241.0,230.2,29.5,0.41,No,Normal,Efficient
2024-01-03 12:00,320.5,225.7,37.7,0.4,No,Scheduled,Efficient
2024-01-03 13:00,228.7,230.7,30.4,0.22,No,Normal,Very Efficient
2024-01-03 14:00,336.7,227.8,40.0,0.82,No,Normal,Inefficient
2024-01-03 15:00,179.5,239.7,40.3,0.53,No,Normal,Efficient
2024-01-03 16:00,331.8,232.8,28.5,0.41,No,Scheduled,Efficient
2024-01-03 17:00,281.3,232.5,32.6,0.83,No,Normal,Inefficient
2024-01-03 18:00,283.1,236.5,41.0,0.72,Yes,Normal,Moderate
2024-01-03 19:00,322.8,237.4,27.4,0.93,Yes,Normal,Inefficient
2024-01-03 20:00,200.5,236.3,27.5,0.6,Yes,Scheduled,Moderate
2024-01-03 21:00,264.0,237.3,37.0,0.82,Yes,Normal,Inefficient
2024-01-03 22:00,131.7,230.6,39.9,0.56,Yes,Normal,Moderate
2024-01-03 23:00,122.8,234.2,24.7,0.8,No,Scheduled,Inefficient
2024-01-04 00:00,141.3,227.2,38.4,0.34,No,Normal,Very Efficient
2024-01-04 01:00,225.7,240.2,40.0,0.37,No,Required,Efficient
2024-01-04 02:00,123.4,227.2,41.4,0.36,No,Normal,Efficient
2024-01-04 03:00,183.4,227.6,34.2,0.89,No,Required,Inefficient
2024-01-04 04:00,278.1,229.5,25.7,0.75,No,Required,Inefficient
2024-01-04 05:00,288.4,239.4,32.5,0.81,No,Normal,Inefficient
2024-01-04 06:00,230.7,226.7,28.2,0.66,No,Scheduled,Moderate
2024-01-04 07:00,214.3,233.4,27.2,0.85,No,Normal,Inefficient
2024-01-04 08:00,227.7,237.2,27.4,0.67,No,Required,Moderate
2024-01-04 09:00,326.8,233.4,29.3,0.82,No,Normal,Inefficient
2024-01-04 10:00,132.6,225.4,40.8,0.42,No,Normal,Efficient
2024-01-04 11:00,326.2,240.2,24.3,0.52,No,Normal,Efficient
2024-01-04 12:00,257.8,226.9,33.4,0.92,No,Normal,Inefficient
2024-01-04 13:00,136.1,228.8,41.3,0.25,No,Normal,Very Efficient
2024-01-04 14:00,234.9,240.4,30.3,0.88,No,Normal,Inefficient
2024-01-04 15:00,218.8,226.2,24.1,0.47,No,Required,Efficient
2024-01-04 16:00,293.9,227.9,27.0,0.37,No,Normal,Efficient
2024-01-04 17:00,193.4,227.4,38.8,0.65,No,Normal,Moderate
2024-01-04 18:00,266.7,233.1,36.7,0.71,Yes,Normal,Moderate
2024-01-04 19:00,186.0,230.1,32.6,0.41,Yes,Normal,Efficient
2024-01-04 20:00,148.0,227.3,39.7,0.4,Yes,Normal,Efficient
2024-01-04 21:00,332.1,239.3,26.3,0.3,Yes,Normal,Very Efficient
2024-01-04 22:00,148.2,239.8,41.8,0.7,Yes,Normal,Moderate
2024-01-04 23:00,168.8,231.3,32.8,0.28,No,Normal,Very Efficient
2024-01-05 00:00,276.9,230.9,27.8,0.48,No,Normal,Efficient
2024-01-05 01:00,154.5,232.8,31.3,0.25,No,Scheduled,Very Efficient
2024-01-05 02:00,283.2,238.9,40.1,0.93,No,Scheduled,Inefficient
2024-01-05 03:00,135.9,235.9,26.9,0.36,No,Normal,Efficient
2024-01-05 04:00,261.7,225.6,36.7,0.46,No,Normal,Efficient
2024-01-05 05:00,307.1,232.6,36.6,0.93,No,Normal,Inefficient
2024-01-05 06:00,203.9,227.5,36.8,0.77,No,Normal,Inefficient
2024-01-05 07:00,196.7,238.1,34.3,0.45,No,Required,Efficient
2024-01-05 08:00,226.5,239.9,39.2,0.33,No,Normal,Very Efficient
2024-01-05 09:00,141.5,231.5,36.3,0.41,No,Normal,Efficient
2024-01-05 10:00,183.7,234.0,25.8,0.64,No,Scheduled,Moderate
2024-01-05 11:00,254.5,230.5,35.8,0.73,No,Scheduled,Moderate
2024-01-05 12:00,249.5,236.0,25.2,0.73,No,Normal,Moderate
2024-01-05 13:00,283.1,238.0,40.2,0.32,No,Normal,Very Efficient
2024-01-05 14:00,300.4,239.4,35.6,0.29,No,Required,Very Efficient
2024-01-05 15:00,177.4,226.5,33.7,0.56,No,Normal,Moderate
2024-01-05 16:00,130.8,228.6,28.0,0.44,No,Normal,Efficient
2024-01-05 17:00,320.2,236.6,37.5,0.5,No,Required,Efficient
2024-01-05 18:00,206.2,238.6,36.7,0.25,Yes,Normal,Very Efficient
2024-01-05 19:00,245.9,232.7,26.6,0.37,Yes,Normal,Efficient
2024-01-05 20:00,292.3,226.7,29.1,0.62,Yes,Normal,Moderate
2024-01-05 21:00,259.6,237.9,38.7,0.83,Yes,Normal,Inefficient
2024-01-05 22:00,224.7,228.5,39.1,0.2,Yes,Required,Very Efficient
2024-01-05 23:00,211.7,237.7,37.4,0.65,No,Required,Moderate
2024-01-06 00:00,276.2,227.2,30.3,0.32,No,Normal,Very Efficient
2024-01-06 01:00,174.2,241.5,37.2,0.7,No,Normal,Moderate
2024-01-06 02:00,158.0,226.1,25.7,0.85,No,Normal,Inefficient
2024-01-06 03:00,212.2,235.1,30.2,0.85,No,Required,Inefficient
2024-01-06 04:00,293.0,231.8,37.6,0.39,No,Normal,Efficient
2024-01-06 05:00,312.3,229.5,32.2,0.95,No,Normal,Inefficient
2024-01-06 06:00,282.6,226.2,26.5,0.65,No,Normal,Moderate
2024-01-06 07:00,172.0,232.5,29.3,0.53,No,Scheduled,Efficient
2024-01-06 08:00,334.4,229.1,29.7,0.75,No,Normal,Inefficient
2024-01-06 09:00,290.1,234.0,34.8,0.46,No,Normal,Efficient
2024-01-06 10:00,257.5,232.4,32.3,0.82,No,Scheduled,Inefficient
2024-01-06 11:00,121.7,239.3,32.0,0.89,No,Normal,Inefficient
2024-01-06 12:00,233.4,241.4,24.3,0.4,No,Normal,Efficient
2024-01-06 13:00,182.6,230.0,38.9,0.42,No,Normal,Efficient
2024-01-06 14:00,203.9,240.2,28.7,0.67,No,Normal,Moderate
2024-01-06 15:00,226.1,231.1,26.0,0.81,No,Normal,Inefficient
2024-01-06 16:00,302.5,236.3,26.6,0.93,No,Scheduled,Inefficient
2024-01-06 17:00,240.2,237.1,27.7,0.48,No,Normal,Efficient
2024-01-06 18:00,245.1,236.7,35.3,0.57,Yes,Scheduled,Moderate
2024-01-06 19:00,186.3,228.3,27.1,0.6,Yes,Normal,Moderate
2024-01-06 20:00,144.4,239.7,25.9,0.35,Yes,Required,Efficient
2024-01-06 21:00,299.0,238.4,27.6,0.82,Yes,Normal,Inefficient
2024-01-06 22:00,291.8,230.0,27.3,0.56,Yes,Normal,Moderate
2024-01-06 23:00,280.9,234.7,29.6,0.25,No,Normal,Very Efficient
2024-01-07 00:00,294.8,229.9,37.0,0.52,No,Scheduled,Efficient
2024-01-07 01:00,198.2,233.3,26.9,0.7,No,Scheduled,Moderate
2024-01-07 02:00,129.2,241.5,35.9,0.84,No,Normal,Inefficient
2024-01-07 03:00,237.6,234.0,25.2,0.23,No,Normal,Very Efficient
2024-01-07 04:00,173.1,227.7,32.0,0.72,No,Normal,Moderate
2024-01-07 05:00,263.8,231.3,30.6,0.77,No,Required,Inefficient
2024-01-07 06:00,262.5,236.9,31.0,0.56,No,Normal,Moderate
2024-01-07 07:00,200.4,234.1,33.0,0.46,No,Scheduled,Efficient
2024-01-07 08:00,168.6,239.8,30.6,0.51,No,Required,Efficient
2024-01-07 09:00,199.8,232.0,30.3,0.46,No,Normal,Efficient
2024-01-07 10:00,250.5,235.4,27.3,0.66,No,Scheduled,Moderate
2024-01-07 11:00,120.6,232.7,40.8,0.36,No,Normal,Efficient
2024-01-07 12:00,123.5,225.4,39.1,0.7,No,Normal,Moderate
2024-01-07 13:00,153.3,231.7,35.3,0.28,No,Normal,Very Efficient
2024-01-07 14:00,266.8,226.0,29.7,0.48,No,Normal,Efficient
2024-01-07 15:00,311.4,235.6,33.6,0.9,No,Scheduled,Inefficient
2024-01-07 16:00,166.5,239.3,32.9,0.3,No,Normal,Very Efficient
2024-01-07 17:00,294.6,225.7,36.7,0.7,No,Normal,Moderate
2024-01-07 18:00,255.5,232.0,40.5,0.86,Yes,Normal,Inefficient
2024-01-07 19:00,129.2,231.6,28.1,0.59,Yes,Normal,Moderate
2024-01-07 20:00,314.3,234.7,37.8,0.23,Yes,Normal,Very Efficient
2024-01-07 21:00,201.3,228.1,41.9,0.87,Yes,Normal,Inefficient
2024-01-07 22:00,155.3,231.2,37.9,0.87,Yes,Normal,Inefficient
2024-01-07 23:00,127.4,235.8,38.1,0.81,No,Normal,Inefficient
2024-01-08 00:00,190.5,229.5,32.8,0.43,No,Normal,Efficient
2024-01-08 01:00,255.6,225.2,34.8,0.71,No,Normal,Moderate
2024-01-08 02:00,251.5,236.2,41.8,0.65,No,Normal,Moderate
2024-01-08 03:00,121.7,232.2,40.6,0.86,No,Normal,Inefficient
2024-01-08 04:00,160.9,226.2,41.6,0.28,No,Scheduled,Very Efficient
2024-01-08 05:00,275.7,231.1,39.1,0.6,No,Normal,Moderate
2024-01-08 06:00,324.9,241.0,35.8,0.42,No,Normal,Efficient
2024-01-08 07:00,282.5,241.8,40.0,0.28,No,Normal,Very Efficient
2024-01-08 08:00,221.3,225.1,40.9,0.65,No,Normal,Moderate
2024-01-08 09:00,293.9,227.0,29.5,0.64,No,Normal,Moderate
2024-01-08 10:00,190.3,230.1,39.0,0.85,No,Normal,Inefficient
2024-01-08 11:00,339.7,228.3,39.2,0.72,No,Required,Moderate
2024-01-08 12:00,302.0,239.9,40.6,0.88,No,Normal,Inefficient
2024-01-08 13:00,247.2,233.0,26.8,0.24,No,Scheduled,Very Efficient
2024-01-08 14:00,216.1,237.1,30.9,0.51,No,Normal,Efficient
2024-01-08 15:00,229.3,226.4,27.6,0.82,No,Normal,Inefficient
2024-01-08 16:00,134.1,235.0,24.6,0.39,No,Normal,Efficient
2024-01-08 17:00,233.2,229.6,39.1,0.23,No,Normal,Very Efficient
2024-01-08 18:00,270.9,226.1,29.6,0.85,Yes,Normal,Inefficient
2024-01-08 19:00,276.6,235.2,35.1,0.63,Yes,Scheduled,Moderate
2024-01-08 20:00,310.4,230.7,31.0,0.22,Yes,Scheduled,Very Efficient
2024-01-08 21:00,200.9,225.3,33.4,0.59,Yes,Normal,Moderate
2024-01-08 22:00,271.4,229.3,40.7,0.84,Yes,Normal,Inefficient
2024-01-08 23:00,200.5,231.4,27.9,0.9,No,Scheduled,Inefficient
2024-01-09 00:00,183.7,232.7,36.6,0.42,No,Normal,Efficient
2024-01-09 01:00,220.2,227.7,28.0,0.35,No,Normal,Efficient
2024-01-09 02:00,319.6,235.8,37.4,0.41,No,Normal,Efficient
2024-01-09 03:00,288.0,229.1,26.3,0.36,No,Required,Efficient
2024-01-09 04:00,203.7,238.7,35.7,0.33,No,Normal,Very Efficient
2024-01-09 05:00,298.9,241.5,31.0,0.7,No,Normal,Moderate
2024-01-09 06:00,288.7,236.3,32.2,0.68,No,Normal,Moderate
2024-01-09 07:00,307.6,236.8,28.3,0.74,No,Normal,Moderate
2024-01-09 08:00,290.6,235.1,28.6,0.28,No,Normal,Very Efficient
2024-01-09 09:00,210.5,228.5,25.1,0.69,No,Normal,Moderate
2024-01-09 10:00,246.8,231.2,39.6,0.61,No,Normal,Moderate
2024-01-09 11:00,222.6,234.8,42.0,0.82,No,Normal,Inefficient
2024-01-09 12:00,208.7,237.4,37.9,0.38,No,Normal,Efficient
2024-01-09 13:00,241.4,230.7,41.8,0.67,No,Normal,Moderate
2024-01-09 14:00,235.1,239.3,37.3,0.59,No,Required,Moderate
2024-01-09 15:00,318.1,240.4,24.2,0.28,No,Normal,Very Efficient
2024-01-09 16:00,222.2,232.1,40.2,0.8,No,Normal,Inefficient
2024-01-09 17:00,199.3,231.3,33.9,0.68,No,Normal,Moderate
2024-01-09 18:00,230.3,238.3,41.8,0.26,Yes,Scheduled,Very Efficient
2024-01-09 19:00,146.7,225.3,29.0,0.65,Yes,Normal,Moderate
2024-01-09 20:00,320.0,228.8,26.4,0.4,Yes,Normal,Efficient
2024-01-09 21:00,221.0,241.7,38.2,0.58,Yes,Normal,Moderate
2024-01-09 22:00,323.0,237.7,38.1,0.26,Yes,Scheduled,Very Efficient
2024-01-09 23:00,287.3,240.5,37.1,0.25,No,Normal,Very Efficient
2024-01-10 00:00,198.0,229.4,28.8,0.28,No,Normal,Very Efficient
2024-01-10 01:00,150.5,238.3,35.2,0.43,No,Normal,Efficient
2024-01-10 02:00,162.4,233.7,38.5,0.87,No,Normal,Inefficient
2024-01-10 03:00,264.6,229.0,41.8,0.39,No,Normal,Efficient
2024-01-10 04:00,309.6,228.5,39.2,0.43,No,Normal,Efficient
2024-01-10 05:00,168.6,234.6,31.7,0.25,No,Scheduled,Very Efficient
2024-01-10 06:00,196.0,225.3,25.3,0.36,No,Scheduled,Efficient
2024-01-10 07:00,303.8,233.0,30.7,0.84,No,Normal,Inefficient
2024-01-10 08:00,326.4,227.6,33.3,0.74,No,Normal,Moderate
2024-01-10 09:00,175.4,235.7,30.2,0.39,No,Normal,Efficient
2024-01-10 10:00,210.2,240.4,32.0,0.34,No,Normal,Very Efficient
2024-01-10 11:00,271.6,229.3,37.3,0.93,No,Scheduled,Inefficient
2024-01-10 12:00,147.7,226.3,40.2,0.24,No,Scheduled,Very Efficient
2024-01-10 13:00,177.7,229.5,30.4,0.57,No,Required,Moderate
2024-01-10 14:00,296.0,226.0,28.8,0.23,No,Required,Very Efficient
2024-01-10 15:00,200.6,240.6,35.0,0.31,No,Normal,Very Efficient
2024-01-10 16:00,299.7,230.2,36.1,0.21,No,Scheduled,Very Efficient
2024-01-10 17:00,269.0,226.1,27.2,0.5,No,Normal,Efficient
2024-01-10 18:00,287.6,235.0,27.3,0.92,Yes,Normal,Inefficient
2024-01-10 19:00,304.7,240.5,25.9,0.91,Yes,Normal,Inefficient
2024-01-10 20:00,273.7,241.2,27.0,0.46,Yes,Normal,Efficient
2024-01-10 21:00,285.9,238.3,34.4,0.48,Yes,Normal,Efficient
2024-01-10 22:00,263.8,239.4,39.2,0.71,Yes,Scheduled,Moderate
2024-01-10 23:00,194.3,237.4,39.2,0.41,No,Normal,Efficient
