timestamp,consumption_kwh,voltage,temperature,load_factor,is_peak_hour,maintenance_status,efficiency_class
2024-01-02 04:00,213.7,229.0,39.4,0.54,No,Normal,Efficient
2024-01-02 05:00,241.7,235.7,35.5,0.79,No,Normal,Inefficient
2024-01-02 06:00,125.6,240.9,38.7,0.46,No,Normal,Efficient
2024-01-02 07:00,333.9,238.3,37.4,0.36,No,Required,Efficient
2024-01-02 08:00,240.6,235.3,31.4,0.59,No,Normal,Moderate
2024-01-02 09:00,325.5,241.0,27.6,0.33,No,Normal,Very Efficient
2024-01-02 10:00,214.8,239.0,33.7,0.22,No,Required,Very Efficient
2024-01-02 11:00,138.4,239.0,29.8,0.34,No,Normal,Very Efficient
2024-01-02 12:00,297.4,228.9,25.9,0.76,No,Normal,Inefficient
2024-01-02 13:00,121.0,235.0,32.4,0.56,No,Normal,Moderate
2024-01-02 14:00,137.2,230.0,25.3,0.39,No,Normal,Efficient
2024-01-02 15:00,205.4,234.0,33.8,0.37,No,Normal,Efficient
2024-01-02 16:00,309.9,225.4,28.3,0.9,No,Normal,Inefficient
2024-01-02 17:00,151.4,233.7,29.1,0.78,No,Normal,Inefficient
2024-01-02 18:00,253.4,225.2,30.6,0.41,Yes,Normal,Efficient
2024-01-02 19:00,194.8,233.4,28.8,0.4,Yes,Normal,Efficient
2024-01-02 20:00,254.5,232.5,37.2,0.95,Yes,Normal,Inefficient
2024-01-02 21:00,152.3,226.7,38.0,0.48,Yes,Normal,Efficient
2024-01-02 22:00,125.6,228.7,38.8,0.81,Yes,Normal,Inefficient
2024-01-02 23:00,245.8,225.9,38.1,0.75,No,Normal,Inefficient
2024-01-03 00:00,230.2,240.4,28.6,0.63,No,Scheduled,Moderate
2024-01-03 01:00,224.8,229.3,38.5,0.63,No,Normal,Moderate
2024-01-03 02:00,323.9,242.0,25.7,0.22,No,Normal,Very Efficient
2024-01-03 03:00,185.3,239.1,36.2,0.66,No,Normal,Moderate
2024-01-03 04:00,221.5,239.0,26.4,0.21,No,Scheduled,Very Efficient
2024-01-03 05:00,328.8,228.3,31.8,0.21,No,Scheduled,Very Efficient
2024-01-03 06:00,324.9,228.9,30.2,0.83,No,Normal,Inefficient
2024-01-03 07:00,302.9,233.8,40.4,0.32,No,Normal,Very Efficient
2024-01-03 08:00,168.0,238.4,25.5,0.94,No,Normal,Inefficient
2024-01-03 09:00,123.3,229.0,38.0,0.65,No,Normal,Moderate
2024-01-03 10:00,303.6,231.2,36.5,0.37,No,Normal,Efficient
2024-01-03 11:00,129.2,232.8,38.3,0.24,No,Normal,Very Efficient
2024-01-03 12:00,255.5,233.2,40.9,0.5,No,Scheduled,Efficient
2024-01-03 13:00,294.1,240.5,26.5,0.76,No,Normal,Inefficient
2024-01-03 14:00,185.1,234.3,27.8,0.44,No,Normal,Efficient
2024-01-03 15:00,322.9,241.8,34.0,0.69,No,Normal,Moderate
2024-01-03 16:00,258.1,239.0,32.8,0.36,No,Scheduled,Efficient
2024-01-03 17:00,156.0,240.5,24.6,0.76,No,Required,Inefficient
2024-01-03 18:00,302.1,230.4,41.6,0.21,Yes,Required,Very Efficient
2024-01-03 19:00,129.7,228.7,40.6,0.83,Yes,Normal,Inefficient
2024-01-03 20:00,231.4,231.7,34.7,0.82,Yes,Scheduled,Inefficient
2024-01-03 21:00,171.9,231.5,24.5,0.46,Yes,Scheduled,Efficient
2024-01-03 22:00,171.3,232.9,34.4,0.87,Yes,Scheduled,Inefficient
2024-01-03 23:00,192.0,225.4,29.5,0.48,No,Normal,Efficient
2024-01-04 00:00,202.5,236.8,38.0,0.5,No,Required,Efficient
2024-01-04 01:00,300.8,231.2,27.5,0.76,No,Normal,Inefficient
2024-01-04 02:00,167.2,225.4,35.0,0.45,No,Normal,Efficient
2024-01-04 03:00,323.0,230.5,30.8,0.39,No,Required,Efficient
2024-01-04 04:00,199.4,237.2,40.7,0.69,No,Scheduled,Moderate
2024-01-04 05:00,149.0,227.9,39.3,0.33,No,Normal,Very Efficient
2024-01-04 06:00,244.0,234.0,30.6,0.51,No,Required,Efficient
2024-01-04 07:00,212.6,235.5,27.2,0.71,No,Normal,Moderate
2024-01-04 08:00,248.7,234.1,25.8,0.63,No,Required,Moderate
2024-01-04 09:00,279.3,228.0,35.1,0.74,No,Normal,Moderate
2024-01-04 10:00,133.6,226.0,38.4,0.89,No,Normal,Inefficient
2024-01-04 11:00,144.7,230.3,33.8,0.31,No,Normal,Very Efficient
2024-01-04 12:00,221.4,232.4,39.1,0.25,No,Normal,Very Efficient
2024-01-04 13:00,288.5,239.2,24.1,0.68,No,Normal,Moderate
2024-01-04 14:00,315.1,237.2,31.1,0.37,No,Required,Efficient
2024-01-04 15:00,171.7,237.9,28.2,0.35,No,Normal,Efficient
2024-01-04 16:00,139.0,229.0,24.2,0.93,No,Normal,Inefficient
2024-01-04 17:00,255.0,229.0,39.7,0.79,No,Normal,Inefficient
2024-01-04 18:00,241.9,240.2,24.2,0.2,Yes,Normal,Very Efficient
2024-01-04 19:00,316.0,236.6,29.7,0.57,Yes,Normal,Moderate
2024-01-04 20:00,220.0,232.0,33.8,0.62,Yes,Normal,Moderate
2024-01-04 21:00,338.1,237.0,33.3,0.54,Yes,Normal,Efficient
2024-01-04 22:00,235.7,231.6,28.0,0.35,Yes,Scheduled,Efficient
2024-01-04 23:00,151.1,234.8,32.0,0.93,No,Normal,Inefficient
2024-01-05 00:00,167.0,233.4,39.2,0.9,No,Normal,Inefficient
2024-01-05 01:00,186.6,233.0,25.1,0.84,No,Normal,Inefficient
2024-01-05 02:00,292.5,238.1,27.4,0.59,No,Normal,Moderate
2024-01-05 03:00,135.2,228.3,24.4,0.75,No,Normal,Inefficient
2024-01-05 04:00,212.8,240.2,26.1,0.86,No,Normal,Inefficient
2024-01-05 05:00,301.4,233.4,30.4,0.89,No,Normal,Inefficient
2024-01-05 06:00,142.4,236.0,39.8,0.79,No,Normal,Inefficient
2024-01-05 07:00,314.4,230.5,36.6,0.5,No,Scheduled,Efficient
2024-01-05 08:00,196.7,232.5,33.2,0.66,No,Normal,Moderate
2024-01-05 09:00,242.6,227.6,41.9,0.83,No,Normal,Inefficient
2024-01-05 10:00,139.2,225.3,37.4,0.69,No,Required,Moderate
2024-01-05 11:00,128.0,225.2,33.4,0.27,No,Normal,Very Efficient
2024-01-05 12:00,194.2,238.9,26.5,0.68,No,Normal,Moderate
2024-01-05 13:00,219.9,226.9,36.4,0.89,No,Normal,Inefficient
2024-01-05 14:00,291.3,233.0,33.9,0.4,No,Normal,Efficient
2024-01-05 15:00,133.3,231.2,40.7,0.32,No,Normal,Very Efficient
2024-01-05 16:00,254.8,232.8,35.6,0.65,No,Normal,Moderate
2024-01-05 17:00,139.8,232.1,40.2,0.31,No,Required,Very Efficient
2024-01-05 18:00,323.4,239.7,39.3,0.47,Yes,Normal,Efficient
2024-01-05 19:00,213.2,240.2,38.6,0.56,Yes,Required,Moderate
2024-01-05 20:00,247.8,235.1,41.7,0.3,Yes,Normal,Very Efficient
2024-01-05 21:00,152.2,229.1,24.1,0.5,Yes,Normal,Efficient
2024-01-05 22:00,127.1,237.0,41.9,0.44,Yes,Normal,Efficient
2024-01-05 23:00,279.1,232.2,34.9,0.39,No,Required,Efficient
2024-01-06 00:00,262.5,230.6,35.5,0.42,No,Normal,Efficient
2024-01-06 01:00,128.5,236.8,40.0,0.33,No,Scheduled,Very Efficient
2024-01-06 02:00,132.6,226.8,37.9,0.82,No,Normal,Inefficient
2024-01-06 03:00,272.5,236.9,26.5,0.72,No,Normal,Moderate
2024-01-06 04:00,212.2,226.1,26.4,0.7,No,Scheduled,Moderate
2024-01-06 05:00,252.7,229.1,27.3,0.88,No,Normal,Inefficient
2024-01-06 06:00,185.2,225.7,39.1,0.48,No,Normal,Efficient
2024-01-06 07:00,248.9,233.9,35.2,0.76,No,Normal,Inefficient
2024-01-06 08:00,237.7,230.6,27.5,0.66,No,Normal,Moderate
2024-01-06 09:00,289.3,225.2,32.6,0.35,No,Normal,Efficient
2024-01-06 10:00,127.0,232.8,39.8,0.73,No,Scheduled,Moderate
2024-01-06 11:00,290.0,225.1,41.6,0.58,No,Normal,Moderate
2024-01-06 12:00,124.8,229.9,28.6,0.7,No,Normal,Moderate
2024-01-06 13:00,179.3,237.1,32.8,0.69,No,Normal,Moderate
2024-01-06 14:00,184.2,239.5,35.3,0.62,No,Required,Moderate
2024-01-06 15:00,185.6,241.5,33.5,0.94,No,Required,Inefficient
2024-01-06 16:00,120.7,226.5,35.6,0.28,No,Normal,Very Efficient
2024-01-06 17:00,183.1,239.1,35.9,0.36,No,Normal,Efficient
2024-01-06 18:00,194.0,225.8,39.3,0.34,Yes,Normal,Very Efficient
2024-01-06 19:00,199.1,241.5,40.8,0.34,Yes,Normal,Very Efficient
2024-01-06 20:00,326.6,241.7,24.9,0.54,Yes,Normal,Efficient
2024-01-06 21:00,213.3,232.2,36.6,0.33,Yes,Normal,Very Efficient
2024-01-06 22:00,279.3,231.0,37.5,0.5,Yes,Normal,Efficient
2024-01-06 23:00,196.8,228.6,38.3,0.22,No,Normal,Very Efficient
2024-01-07 00:00,304.9,239.5,40.7,0.55,No,Scheduled,Moderate
2024-01-07 01:00,309.2,225.8,26.3,0.79,No,Normal,Inefficient
2024-01-07 02:00,314.7,228.3,41.6,0.36,No,Normal,Efficient
2024-01-07 03:00,331.8,227.1,41.3,0.65,No,Normal,Moderate
2024-01-07 04:00,178.4,230.1,37.5,0.59,No,Scheduled,Moderate
2024-01-07 05:00,254.8,235.2,37.0,0.49,No,Scheduled,Efficient
2024-01-07 06:00,261.6,235.2,24.7,0.6,No,Normal,Moderate
2024-01-07 07:00,292.8,235.2,36.7,0.81,No,Required,Inefficient
2024-01-07 08:00,266.6,240.3,28.1,0.69,No,Normal,Moderate
2024-01-07 09:00,147.5,233.6,32.6,0.66,No,Normal,Moderate
2024-01-07 10:00,334.7,233.4,38.5,0.68,No,Normal,Moderate
2024-01-07 11:00,281.3,228.5,41.0,0.48,No,Normal,Efficient
2024-01-07 12:00,293.5,225.1,41.4,0.87,No,Normal,Inefficient
2024-01-07 13:00,165.2,226.5,31.4,0.67,No,Normal,Moderate
2024-01-07 14:00,148.0,232.7,35.9,0.92,No,Normal,Inefficient
2024-01-07 15:00,203.6,227.6,33.0,0.36,No,Normal,Efficient
2024-01-07 16:00,294.4,239.4,33.7,0.43,No,Normal,Efficient
2024-01-07 17:00,207.1,228.2,29.2,0.45,No,Required,Efficient
2024-01-07 18:00,227.6,232.6,25.0,0.91,Yes,Normal,Inefficient
2024-01-07 19:00,247.0,236.4,39.9,0.32,Yes,Normal,Very Efficient
2024-01-07 20:00,151.9,233.0,29.9,0.89,Yes,Required,Inefficient
2024-01-07 21:00,191.0,233.3,37.4,0.95,Yes,Required,Inefficient
2024-01-07 22:00,318.3,234.1,33.8,0.24,Yes,Normal,Very Efficient
2024-01-07 23:00,233.5,235.8,41.5,0.89,No,Normal,Inefficient
